matchId,winner_BOTTOM,winner_JUNGLE,winner_MIDDLE,winner_TOP,winner_UTILITY,loser_BOTTOM,loser_JUNGLE,loser_MIDDLE,loser_TOP,loser_UTILITY
EUW1_7196930269,Draven,MasterYi,Yone,Olaf,Leona,Jinx,Warwick,Ryze,Garen,Rell
EUW1_7196933659,Caitlyn,Elise,Lux,Vladimir,Malzahar,Jinx,Skarner,Akali,Pantheon,Zyra
EUW1_7196939151,Aphelios,Vi,Orianna,Urgot,Thresh,Twitch,MasterYi,Ahri,Aatrox,Veigar
EUW1_7196939605,KogMaw,Amumu,Vex,Garen,Pyke,Caitlyn,XinZhao,Lux,Pantheon,Thresh
EUW1_7196943895,Corki,Teemo,Naafiri,Rengar,Nautilus,Zeri,LeeSin,Ekko,Mordekaiser,Senna
EUW1_7196944063,Caitlyn,Udyr,Veigar,Gnar,Karma,Jhin,Viego,Ahri,Riven,Senna
EUW1_7196945430,Varus,Graves,Velkoz,Ornn,Karma,MissFortune,Elise,Katarina,TahmKench,Morgana
EUW1_7196945537,Jinx,Ambessa,Naafiri,Azir,Lulu,Ezreal,Karthus,Galio,Camille,Nami
EUW1_7196948159,Caitlyn,Evelynn,Veigar,Nasus,Blitzcrank,Jhin,Shyvana,Yone,Urgot,Nami
EUW1_7196948293,Varus,Zac,Viktor,Teemo,Seraphine,Ashe,Ekko,Smolder,Karma,Braum
EUW1_7196948318,Ashe,Warwick,Lux,Pantheon,Blitzcrank,MissFortune,Nunu,Samira,Ambessa,Zoe
EUW1_7196950314,Nilah,Shaco,Ekko,Garen,TahmKench,Xayah,Vi,Sylas,Mordekaiser,Lux
EUW1_7196956797,Caitlyn,Kindred,Akshan,Ambessa,Xerath,Ezreal,Nunu,Veigar,Garen,Galio
EUW1_7196959304,Smolder,Ekko,Ahri,Trundle,Velkoz,Tristana,Ivern,Zoe,Garen,Morgana
EUW1_7196959358,Caitlyn,Rengar,Azir,Garen,Nami,Swain,Viego,Ahri,Aurora,Pantheon
EUW1_7196961601,Jhin,Shaco,Leblanc,Swain,Braum,Vayne,Graves,Ahri,Smolder,Leona
EUW1_7196964165,Caitlyn,Ekko,,Heimerdinger,,,Lux,Nasus,,
EUW1_7196965039,Tristana,Kayn,Syndra,Nasus,Thresh,Xayah,Amumu,Viktor,Chogath,Lux
EUW1_7196966604,Jhin,LeeSin,Vex,Tryndamere,Alistar,Vayne,Nunu,Swain,Shen,Leona
EUW1_7196969661,Aphelios,Viego,Brand,Garen,Lux,MissFortune,LeeSin,Renekton,Aatrox,Velkoz
EUW1_7196972140,Ezreal,Warwick,Viktor,Teemo,Karma,Caitlyn,MonkeyKing,Sylas,Urgot,Blitzcrank
EUW1_7196973640,Jinx,Kindred,Galio,Kayle,Blitzcrank,Caitlyn,Warwick,Akali,Kayn,Zoe
EUW1_7196975690,Kaisa,Ambessa,Lux,Gragas,Nami,Jhin,Elise,Annie,Illaoi,Swain
EUW1_7196976862,MissFortune,Khazix,Ryze,Kayle,Blitzcrank,Jinx,Nocturne,Veigar,Yasuo,Morgana
EUW1_7196978719,Jhin,Khazix,Orianna,Pantheon,Nami,Caitlyn,Kayn,Annie,Mordekaiser,Karma
EUW1_7196979651,Jinx,JarvanIV,Vladimir,Mordekaiser,Thresh,Twitch,Kayn,Morgana,Teemo,Camille
EUW1_7196980689,Vayne,Teemo,Viktor,Darius,Neeko,Ezreal,MasterYi,Swain,Mordekaiser,Bard
EUW1_7196981282,Jinx,Lillia,Akali,Gnar,Veigar,Ezreal,Brand,Nasus,Hwei,Maokai
EUW1_7196981666,Kaisa,Sejuani,Yasuo,Thresh,Swain,Kalista,MonkeyKing,Lissandra,Ornn,Rell
EUW1_7196989409,Jhin,Warwick,Vex,Yorick,Lux,Kaisa,Kayn,Sylas,TahmKench,Swain
EUW1_7196990013,Veigar,LeeSin,Zed,Pantheon,Ziggs,Lux,Viego,Velkoz,Jax,Poppy
EUW1_7196990219,Jinx,Elise,Zed,TahmKench,Karma,Caitlyn,Warwick,Diana,Mordekaiser,Blitzcrank
EUW1_7196990534,Jinx,Evelynn,Veigar,Sett,Soraka,MissFortune,Ambessa,Yone,Shyvana,Nami
EUW1_7196992700,Jhin,Volibear,Annie,Gnar,Xerath,Ezreal,MonkeyKing,Orianna,Teemo,
EUW1_7196994304,Cassiopeia,Shaco,Veigar,Teemo,Thresh,Yasuo,,Vladimir,Sett,Rell
EUW1_7196995172,Jinx,Viego,Swain,Teemo,Morgana,Xayah,Belveth,Annie,Urgot,Maokai
EUW1_7196997381,Twitch,Evelynn,Akali,Nasus,Pantheon,Jinx,Kayn,Katarina,Yone,Nautilus
EUW1_7196999131,Kaisa,Kayn,Anivia,Yorick,Thresh,Samira,Ekko,Velkoz,Riven,Zyra
EUW1_7196999652,Smolder,Teemo,Yone,Garen,Lulu,Kalista,MasterYi,Vex,Yorick,Lux
EUW1_7197001011,Jhin,Nocturne,Ekko,Warwick,Zyra,Jinx,Ambessa,Veigar,Trundle,Lux
EUW1_7197002068,Hwei,Shyvana,Syndra,Malphite,Swain,Smolder,Kayn,Fizz,Chogath,Renata
EUW1_7197003312,Ashe,Shaco,Katarina,Garen,Swain,MissFortune,Vi,Xerath,TahmKench,Janna
EUW1_7197004440,Jhin,Zac,Sylas,Warwick,Nami,Caitlyn,Ekko,Akali,Aatrox,Nautilus
EUW1_7197007572,Ezreal,Evelynn,Akali,Volibear,Bard,Jinx,Nocturne,Leblanc,Aatrox,Blitzcrank
EUW1_7197008821,Ezreal,MasterYi,Malzahar,Shen,Lux,Vayne,Warwick,Tristana,Gwen,Shaco
EUW1_7197010167,Jhin,Nocturne,Anivia,Quinn,Leona,Jinx,Elise,Yasuo,TahmKench,Senna
EUW1_7197010344,Darius,Skarner,Vladimir,Kennen,Brand,Akshan,Viego,Lux,Teemo,Leona
EUW1_7197012060,Veigar,Warwick,Akali,Volibear,Poppy,Ezreal,Talon,Xerath,Teemo,
EUW1_7197012455,Kaisa,LeeSin,Smolder,Malphite,Pantheon,Yone,Warwick,Katarina,Sylas,Yasuo
EUW1_7197012806,Draven,Kayn,Leblanc,Ornn,Ahri,Ziggs,JarvanIV,Ryze,Chogath,Brand
EUW1_7197015654,Caitlyn,Lillia,Ahri,Sion,Rakan,MissFortune,Shyvana,Gragas,Garen,Urgot
EUW1_7197018761,Draven,Ivern,Sylas,Fiora,Poppy,Ashe,Skarner,Viktor,Yorick,
EUW1_7197022238,Jhin,Nocturne,Malzahar,Malphite,Thresh,Draven,Skarner,Sylas,Teemo,Braum
EUW1_7197023188,Vayne,Belveth,Viktor,Sion,Lulu,Caitlyn,Viego,Heimerdinger,Jax,Lux
EUW1_7197027254,Jinx,Ekko,Naafiri,Gangplank,Nautilus,Vayne,Belveth,Swain,Chogath,Lux
EUW1_7197029686,Lucian,Teemo,Naafiri,Yone,Karma,Ezreal,Ekko,Aurora,Singed,Ashe
EUW1_7197031860,Caitlyn,Shyvana,Ryze,Irelia,Lux,KogMaw,Lillia,Viktor,Yorick,Nami
EUW1_7197034329,Jhin,Morgana,Aphelios,Camille,Nami,MissFortune,Rengar,Hwei,Mordekaiser,Lux
EUW1_7197034786,Sivir,Nunu,Galio,Darius,Rell,Kalista,Shaco,Anivia,Sett,Nautilus
EUW1_7197037135,Jinx,Kayn,Vladimir,Sett,Blitzcrank,Sivir,Lillia,Tristana,Darius,Janna
EUW1_7197039131,Caitlyn,Warwick,Zed,DrMundo,Lux,Ezreal,Shaco,Katarina,Malphite,Brand
EUW1_7197040148,Ashe,Volibear,Morgana,Ambessa,Senna,Jinx,Khazix,Veigar,Yone,Thresh
EUW1_7197040788,Caitlyn,Diana,Irelia,Jayce,Brand,Samira,Amumu,Ahri,Malphite,Leona
EUW1_7197041427,Ashe,Sejuani,Zed,MonkeyKing,Lux,Caitlyn,Nunu,Katarina,Fiora,Blitzcrank
EUW1_7197047010,Jhin,Jax,Viktor,Chogath,Karma,Ziggs,Diana,Yasuo,Aatrox,Shaco
EUW1_7197049594,Jhin,LeeSin,Viktor,Pantheon,FiddleSticks,Vayne,Zac,Vex,Ambessa,Braum
EUW1_7197051221,Jinx,Viego,Yone,Yorick,Morgana,Samira,Diana,Kaisa,Tryndamere,Thresh
EUW1_7197054279,Caitlyn,Ekko,Hwei,Ambessa,Sona,Chogath,MonkeyKing,Qiyana,Teemo,Zyra
EUW1_7197058240,Teemo,Nocturne,Zoe,Caitlyn,Ashe,MissFortune,Gragas,Azir,Yorick,Zyra
EUW1_7197061771,MissFortune,Warwick,Jhin,Ambessa,Poppy,Caitlyn,Hecarim,Orianna,Galio,Pantheon
EUW1_7197063778,Sivir,Diana,Syndra,Gangplank,Lux,MissFortune,Ekko,Talon,Pantheon,Leona
EUW1_7197065666,Ashe,Teemo,Jayce,Gwen,Seraphine,Caitlyn,LeeSin,Vex,TahmKench,Lux
EUW1_7197067430,Caitlyn,Vi,Kayle,Darius,Velkoz,Twitch,Karthus,Sylas,Quinn,Pantheon
EUW1_7197068127,Vayne,Evelynn,Ahri,Chogath,Lulu,Caitlyn,Diana,Fizz,Swain,Seraphine
EUW1_7197068157,Ezreal,Vi,Ekko,Aatrox,Velkoz,Twitch,JarvanIV,Viktor,Gangplank,Lulu
EUW1_7197069785,Aphelios,MonkeyKing,Ryze,Ambessa,Teemo,Caitlyn,Hecarim,Irelia,Aurora,Malphite
EUW1_7197069899,Varus,Nunu,Sylas,Pantheon,Thresh,Caitlyn,MasterYi,Taliyah,Galio,Maokai
EUW1_7197072194,Ashe,Elise,AurelionSol,Ornn,Shaco,Caitlyn,Nocturne,Sylas,Ambessa,TahmKench
EUW1_7197073160,Kaisa,Briar,Malzahar,Irelia,Lux,Caitlyn,Shyvana,Yasuo,Riven,Nami
EUW1_7197073334,Sivir,Diana,Velkoz,Fiora,Rell,Zeri,Hecarim,Vex,DrMundo,Lulu
EUW1_7197075123,Diana,Ornn,Jax,Gwen,Lux,Caitlyn,Lillia,Yasuo,Ambessa,Neeko
EUW1_7197075216,Jinx,RekSai,Kassadin,Darius,Thresh,Caitlyn,Viego,Katarina,Tryndamere,Zilean
EUW1_7197077736,Ashe,Nidalee,Vex,Illaoi,Senna,Nilah,Talon,Syndra,Kennen,Lulu
EUW1_7197078789,Samira,Viego,Brand,Garen,Janna,Aphelios,Udyr,Akali,Mordekaiser,Poppy
EUW1_7197081501,Kaisa,Sejuani,Ziggs,Riven,Poppy,Jhin,Nunu,Galio,Irelia,Pyke
EUW1_7197086901,Jhin,Diana,Katarina,Camille,Brand,MissFortune,Warwick,Yone,Garen,Nami
EUW1_7197087471,Ashe,Briar,Yasuo,TahmKench,Swain,Jinx,Graves,Irelia,Warwick,Morgana
EUW1_7197088577,MissFortune,Nasus,Zoe,Teemo,Thresh,Jinx,Warwick,Yasuo,Shen,Karma
EUW1_7197088885,Jhin,Viego,Naafiri,Mordekaiser,Nautilus,Caitlyn,Garen,Smolder,Nasus,Lux
EUW1_7197090455,Jhin,Nocturne,Ryze,Kayle,Leona,Caitlyn,Vi,Hwei,Smolder,Braum
EUW1_7197097926,Ezreal,Khazix,Ahri,Ryze,Nautilus,Caitlyn,LeeSin,Viktor,Aurora,Soraka
EUW1_7197098582,Jinx,Teemo,Ziggs,Chogath,Karma,KogMaw,MasterYi,Vex,Quinn,Morgana
EUW1_7197099055,Jhin,Gragas,Zed,Sett,Hwei,Jinx,Ekko,Briar,Garen,Morgana
EUW1_7197101038,MissFortune,Diana,Malzahar,Nasus,Senna,Xayah,Talon,Galio,Gwen,Karma
EUW1_7197103136,Kaisa,Khazix,Lissandra,Jayce,Bard,Jhin,Hecarim,Ahri,Gwen,Blitzcrank
EUW1_7197106202,Caitlyn,Khazix,Viktor,Shen,Lulu,Ezreal,Rammus,MasterYi,Heimerdinger,Lux
EUW1_7197108333,Jhin,Volibear,Vex,Shen,Blitzcrank,Vayne,Sejuani,Malzahar,Sion,Pyke
EUW1_7197109940,Jhin,Volibear,Akali,Ambessa,Pyke,Samira,Warwick,Zed,Neeko,Heimerdinger
EUW1_7197110505,Caitlyn,Hecarim,Katarina,Gangplank,Morgana,Kaisa,MonkeyKing,Tristana,Kennen,Nautilus
EUW1_7197112653,Ashe,Khazix,Vex,Sion,Renata,Yasuo,Viego,Ahri,Ornn,Neeko
EUW1_7197113622,Caitlyn,Diana,Fizz,Illaoi,Soraka,Jhin,Lillia,Xerath,Pantheon,Brand
EUW1_7197113951,Jhin,Vi,TwistedFate,TahmKench,Janna,Ezreal,Viego,Talon,Yorick,Sona
EUW1_7197114241,Lucian,Warwick,Yasuo,Yone,Velkoz,Caitlyn,Elise,Lux,Vladimir,Lulu
EUW1_7197114490,Varus,Kayn,Yasuo,Garen,Zyra,Jhin,Amumu,Ryze,Warwick,Pantheon
EUW1_7197115846,Corki,Nocturne,Yasuo,Mordekaiser,Lux,Caitlyn,Morgana,Yone,Kled,Renata
EUW1_7197115984,Draven,Briar,Akshan,Darius,Swain,Yasuo,Ambessa,Vladimir,Aatrox,Malphite
EUW1_7197120245,Jinx,Gwen,Akshan,Ambessa,Lux,Draven,Volibear,AurelionSol,Riven,Malphite
EUW1_7197123020,Samira,Diana,Irelia,Renekton,TahmKench,Kaisa,Ekko,Yone,Yorick,Nautilus
EUW1_7197125612,Corki,Warwick,Zed,Kennen,Zyra,Hwei,Elise,Katarina,Ambessa,Janna
EUW1_7197126017,Caitlyn,Sylas,Lux,Kled,Seraphine,Ziggs,Kindred,Vex,Garen,Alistar
EUW1_7197128824,Jhin,Skarner,Syndra,Tryndamere,Xerath,Jinx,RekSai,Sylas,Yasuo,TahmKench
EUW1_7197129368,Caitlyn,Graves,Yone,Irelia,Lux,Swain,MasterYi,Jayce,Heimerdinger,Nami
EUW1_7197130957,KogMaw,Rengar,Camille,Nasus,Karma,Syndra,Warwick,Heimerdinger,Garen,Morgana
EUW1_7197130959,MissFortune,Viego,Ahri,Yone,Amumu,Ziggs,Kayn,Yasuo,Darius,Lux
EUW1_7197132327,Caitlyn,Rammus,Xerath,Neeko,Lux,Vayne,MasterYi,Ahri,Yone,Yuumi
EUW1_7197134235,Caitlyn,Warwick,Malzahar,DrMundo,Thresh,Jhin,Evelynn,Chogath,Riven,Rakan
EUW1_7197135676,Caitlyn,Khazix,Hwei,TahmKench,Zoe,Jinx,Warwick,Viktor,Smolder,Yuumi
EUW1_7197136301,Caitlyn,Ivern,Vex,Lissandra,Pantheon,Hwei,Kindred,Azir,Yasuo,Senna
EUW1_7197136650,Vayne,Teemo,Sylas,Trundle,Camille,Caitlyn,Ambessa,Fizz,Yorick,Pyke
EUW1_7197138285,Caitlyn,Shyvana,Ekko,Garen,Leona,Jhin,Viego,Akali,Renekton,Nautilus
EUW1_7197139750,Jhin,Ambessa,Ekko,Yasuo,Pyke,Velkoz,Warwick,Akshan,Kled,Blitzcrank
EUW1_7197140034,Jhin,Viego,Vex,Nasus,Zyra,Ashe,Nocturne,Katarina,Darius,Seraphine
EUW1_7197140367,Caitlyn,Shaco,Riven,Garen,Senna,Caitlyn,Teemo,Viktor,Mordekaiser,Karma
EUW1_7197141730,Caitlyn,Warwick,Leblanc,Chogath,Lux,Ashe,Taliyah,Yone,Ornn,Ahri
EUW1_7197143025,Yasuo,Kayn,Cassiopeia,Chogath,Yone,Vayne,Graves,Veigar,Shen,Brand
EUW1_7197143399,Jhin,Amumu,Sylas,Garen,Pantheon,MissFortune,Elise,Naafiri,Tryndamere,Malphite
EUW1_7197144381,Caitlyn,Shaco,Sylas,Garen,Brand,Vayne,Nocturne,Fizz,Darius,Xerath
EUW1_7197146122,Ashe,Rengar,Veigar,Illaoi,Velkoz,Twitch,Morgana,Katarina,Renekton,Kalista
EUW1_7197148810,Jinx,Vi,Ahri,Garen,Neeko,Caitlyn,,DrMundo,Mordekaiser,Xerath
EUW1_7197149879,Jhin,Teemo,Ahri,Gnar,Senna,Xayah,Ekko,Lux,Riven,Rakan
EUW1_7197150696,Jinx,Diana,Vex,Irelia,Brand,Kaisa,Graves,Twitch,Kayle,Janna
EUW1_7197151003,Sylas,XinZhao,Ahri,Pantheon,Taric,Ezreal,Skarner,Viego,Mordekaiser,LeeSin
EUW1_7197155353,Caitlyn,Gwen,Velkoz,Kayle,Xerath,Jinx,Kayn,Ahri,Riven,Janna
EUW1_7197161934,Caitlyn,Gragas,Jayce,KSante,Pantheon,KogMaw,Viego,Orianna,Teemo,Zyra
EUW1_7197164838,Caitlyn,Teemo,Leblanc,Fiora,Karma,Samira,Warwick,Yone,TahmKench,Lux
EUW1_7197165053,Sivir,Elise,Neeko,Garen,Swain,Jhin,Zac,Akali,Teemo,Shaco
EUW1_7197165453,Corki,Warwick,Veigar,Mordekaiser,Nami,Morgana,LeeSin,Syndra,Urgot,Swain
EUW1_7197166781,Ashe,Udyr,Ahri,Ambessa,Senna,Lucian,Kayn,Sivir,Volibear,Braum
EUW1_7197167089,Caitlyn,Hecarim,Yasuo,Darius,Velkoz,MissFortune,Lillia,Veigar,Yorick,Pantheon
EUW1_7197168315,Ashe,Viego,Akali,Yone,Velkoz,Jhin,Vi,Talon,Ambessa,TahmKench
EUW1_7197170111,Syndra,Lillia,Akshan,Volibear,Seraphine,Caitlyn,Graves,Alistar,Teemo,Karma
EUW1_7197170420,Caitlyn,Shaco,Ahri,Illaoi,Soraka,Varus,Diana,Zoe,Ambessa,Milio
EUW1_7197170940,Tristana,Shaco,Yasuo,Ambessa,Brand,Twitch,Vi,Aurora,Pantheon,Leona
EUW1_7197174623,Smolder,Rengar,Khazix,Urgot,Yuumi,Jhin,Warwick,Ahri,Renekton,Janna
EUW1_7197175468,Jinx,Amumu,Leblanc,Illaoi,Taric,MissFortune,JarvanIV,Lux,Darius,Sejuani
EUW1_7197175585,Jinx,Nocturne,Neeko,Warwick,Brand,Vayne,Ekko,AurelionSol,Garen,Soraka
EUW1_7197180184,Jinx,Nocturne,Ryze,Garen,Sona,Ezreal,Brand,Corki,Ornn,Leblanc
EUW1_7197180558,Sivir,Graves,Fizz,Zac,Thresh,Corki,Kindred,Hwei,Ambessa,Pantheon
EUW1_7197182578,Ashe,Rengar,Irelia,Ambessa,Nautilus,Caitlyn,XinZhao,Lux,Heimerdinger,Senna
EUW1_7197183821,Jax,JarvanIV,Xerath,Yone,Yuumi,Caitlyn,Hecarim,Leblanc,TahmKench,Sylas
EUW1_7197184756,Swain,Shyvana,Talon,Pantheon,Senna,MissFortune,Diana,Ekko,Mordekaiser,Braum
EUW1_7197187829,Yasuo,Shyvana,Sett,Urgot,Yone,Aphelios,Belveth,Kassadin,Mordekaiser,Pyke
EUW1_7197188658,Nilah,Poppy,Orianna,Jax,TahmKench,Aphelios,Kindred,Vex,Ambessa,Thresh
EUW1_7197190592,Caitlyn,Nunu,Qiyana,Shen,Sona,Sivir,MasterYi,Malzahar,DrMundo,
EUW1_7197191638,Jhin,Vi,Velkoz,Teemo,Xerath,Caitlyn,Graves,Ahri,Kled,Hwei
EUW1_7197191968,Swain,Viego,Akali,Ornn,Renata,Ashe,Qiyana,Orianna,Jax,Pyke
EUW1_7197193041,Neeko,Diana,Yone,Ambessa,Lux,Zeri,Warwick,Katarina,Riven,Galio
EUW1_7197194756,Jhin,Vi,Ezreal,Irelia,Morgana,Tristana,Graves,Katarina,Ambessa,Lux
EUW1_7197197047,Varus,Zyra,Cassiopeia,Teemo,Lux,Jinx,Kayn,Jhin,Ashe,Pyke
EUW1_7197198783,Veigar,Viego,AurelionSol,Aatrox,Nautilus,Sivir,Gragas,Vex,Heimerdinger,Lux
EUW1_7197199302,Ashe,Briar,Hwei,Heimerdinger,Lux,Sivir,Ekko,Orianna,Gnar,Senna
EUW1_7197200181,Caitlyn,Nocturne,Malzahar,Garen,Thresh,Jhin,Zyra,Galio,Nasus,Soraka
EUW1_7197200393,Caitlyn,Gragas,Veigar,Garen,Rakan,Ashe,Warwick,Vladimir,DrMundo,Braum
EUW1_7197200438,Zeri,Skarner,Hwei,Tryndamere,Bard,Jhin,Viego,Sylas,Chogath,Renata
EUW1_7197203378,Samira,Nunu,Yasuo,Renekton,TahmKench,Caitlyn,Camille,Yone,Ambessa,Veigar
EUW1_7197204645,Aphelios,Poppy,Ahri,Riven,Seraphine,Veigar,Nasus,Neeko,Vayne,Anivia
EUW1_7197206294,Ezreal,Lulu,Anivia,Nasus,,Tristana,Nunu,Yasuo,Akshan,Rell
EUW1_7197207281,Aphelios,Nocturne,Sylas,Illaoi,FiddleSticks,Jinx,Vi,Ahri,Nasus,Lux
EUW1_7197207464,Ashe,Warwick,Orianna,Irelia,Seraphine,Tristana,Vi,AurelionSol,DrMundo,Lux
EUW1_7197208817,Draven,Gragas,Galio,Darius,Rell,Twitch,Nocturne,Sylas,Renekton,Xerath
EUW1_7197213320,Varus,Diana,Yasuo,Sion,Nautilus,Smolder,Karthus,Sylas,Nasus,Ahri
EUW1_7197213455,Caitlyn,Mordekaiser,AurelionSol,Garen,Nami,Draven,Ekko,Anivia,Sett,Zilean
EUW1_7197214027,Jhin,Warwick,Orianna,Gangplank,Seraphine,Kaisa,MonkeyKing,Galio,Renekton,Janna
EUW1_7197215621,Jinx,Nunu,Ahri,Renekton,Taric,Vayne,LeeSin,Akali,Volibear,Soraka
EUW1_7197216259,Aatrox,LeeSin,Zed,Garen,Lulu,Samira,Karthus,Diana,Aurora,Alistar
EUW1_7197217163,Hwei,Kayn,Yasuo,Jayce,Pyke,Caitlyn,Elise,Jax,Darius,TahmKench
EUW1_7197218696,Jinx,Shaco,Jayce,Trundle,Zyra,Ezreal,Chogath,Katarina,Shen,Senna
EUW1_7197220319,Sivir,Graves,Katarina,Malphite,Sona,Kaisa,Warwick,Zed,Tryndamere,Alistar
EUW1_7197220555,Caitlyn,Elise,Galio,Mordekaiser,Annie,Veigar,Warwick,Yasuo,TahmKench,Ziggs
EUW1_7197222233,Jinx,Warwick,Neeko,Akali,Poppy,Kaisa,Diana,Yasuo,DrMundo,Lux
EUW1_7197222672,Jinx,Khazix,Diana,Vladimir,Lulu,Vayne,Sion,Ahri,,Milio
EUW1_7197223922,Jinx,Kayn,Syndra,Singed,Velkoz,Caitlyn,Warwick,Sylas,Volibear,Senna
EUW1_7197224722,Tristana,Lillia,Hwei,Teemo,Lulu,Vayne,Belveth,Yasuo,Garen,Gragas
EUW1_7197224876,Jhin,Nunu,Ahri,Jax,Nautilus,Ezreal,Zac,Smolder,Fiora,Brand
EUW1_7197225084,Fiora,Kayn,Xerath,LeeSin,Malphite,Vayne,Warwick,Sylas,Ambessa,TahmKench
EUW1_7197227850,Jhin,Warwick,Veigar,Illaoi,TahmKench,Draven,Viego,Fizz,KSante,Braum
EUW1_7197228999,Vayne,Amumu,Vex,DrMundo,Pantheon,Aphelios,Nidalee,Aurora,Teemo,Lux
EUW1_7197230129,Jinx,Zac,Taliyah,Ambessa,Thresh,Ashe,Lillia,,KSante,Karma
EUW1_7197230510,Caitlyn,Kayn,Yone,Chogath,Swain,Ezreal,Skarner,Morgana,Shen,Lux
EUW1_7197232138,Aphelios,Warwick,Draven,Irelia,Thresh,Xayah,Khazix,AurelionSol,Gragas,Rakan
EUW1_7197232161,Swain,Vi,Anivia,Teemo,Lux,Smolder,MasterYi,Fiora,AurelionSol,Taric
EUW1_7197233767,Aphelios,Gragas,Orianna,MonkeyKing,Thresh,Twitch,Elise,Trundle,Amumu,Diana
EUW1_7197237508,Tristana,Shaco,Akshan,Yone,Rell,Kaisa,Nocturne,Ahri,Garen,Leona
EUW1_7197243346,Jinx,Rengar,Viktor,Teemo,Shaco,Xayah,Nocturne,Caitlyn,Yone,Taliyah
EUW1_7197244336,Jhin,Twitch,Velkoz,Riven,Thresh,Jinx,Khazix,Hwei,Renekton,Karma
EUW1_7197245110,Kaisa,Nocturne,Malzahar,Mordekaiser,Nautilus,Smolder,Graves,Talon,Olaf,Senna
EUW1_7197245876,Anivia,Viego,Galio,Ornn,Poppy,Aphelios,,Orianna,MonkeyKing,Trundle
EUW1_7197248092,Yone,Skarner,Ahri,KSante,Senna,Jhin,Nocturne,Leblanc,Volibear,Xerath
EUW1_7197249138,Tristana,MasterYi,Zed,Akali,TahmKench,Jinx,Ambessa,Malphite,Darius,Zoe
EUW1_7197250722,Corki,LeeSin,Yasuo,Vladimir,Lulu,Jinx,Amumu,Yone,Hwei,Milio
EUW1_7197252791,Varus,Zed,Syndra,Darius,Velkoz,Ezreal,LeeSin,Vex,Fiora,Hwei
EUW1_7197254372,Ashe,Talon,Kassadin,Renekton,Pyke,Caitlyn,Warwick,Zed,Ornn,Nami
EUW1_7197257268,Caitlyn,Kindred,Zed,Kled,Nautilus,Corki,FiddleSticks,Leblanc,Gangplank,Lux
EUW1_7197258867,Yasuo,Ambessa,Mordekaiser,Leblanc,Nautilus,Yasuo,Kayn,Vladimir,Nasus,Nautilus
EUW1_7197259391,Jhin,Amumu,Sylas,Mordekaiser,Thresh,Zeri,Hecarim,Orianna,Garen,TahmKench
EUW1_7197261350,Akshan,Skarner,Akali,Camille,Senna,KSante,Nocturne,Katarina,Gangplank,
EUW1_7197263704,Jinx,JarvanIV,Aurora,Shen,Morgana,Jhin,Skarner,Nautilus,Sejuani,Shaco
EUW1_7197266516,Caitlyn,Warwick,Yasuo,Volibear,Morgana,Caitlyn,Nunu,Sylas,Darius,Camille
EUW1_7197266845,Jhin,Ambessa,Hwei,Urgot,Neeko,Caitlyn,Amumu,Ryze,Gangplank,Nami
EUW1_7197268493,Ziggs,Graves,Xerath,Sion,TahmKench,Caitlyn,Gragas,Ekko,Trundle,Pyke
EUW1_7197268496,Vayne,Viego,Vex,Jax,Seraphine,Jinx,Ekko,Orianna,Chogath,Pyke
EUW1_7197270753,MissFortune,LeeSin,Yasuo,Gwen,Nami,Corki,Warwick,Syndra,Shen,Rell
EUW1_7197271078,Corki,Warwick,Rakan,DrMundo,Lux,Caitlyn,Kayn,Zed,Teemo,Swain
EUW1_7197271961,Caitlyn,Amumu,Ahri,Urgot,Nautilus,Jhin,Teemo,Vex,Warwick,Nami
EUW1_7197272494,Caitlyn,Lillia,Vex,Riven,Lulu,Lucian,Amumu,Garen,Teemo,Velkoz
EUW1_7197272650,Zeri,Vi,Lux,Garen,Teemo,Draven,Viego,Malzahar,Rumble,Leona
EUW1_7197273727,Jinx,JarvanIV,Lux,Quinn,Brand,Corki,Amumu,Mordekaiser,Fizz,Leona
EUW1_7197276711,Caitlyn,LeeSin,AurelionSol,Shen,TahmKench,MissFortune,Karthus,KSante,Smolder,Brand
EUW1_7197278405,Corki,JarvanIV,Galio,KSante,Blitzcrank,Kaisa,Gragas,Diana,Yorick,Milio
EUW1_7197279284,Sivir,Warwick,Hwei,Volibear,Karma,Caitlyn,Briar,Akali,Darius,Janna
EUW1_7197281040,Vayne,Vi,Ahri,Heimerdinger,Anivia,Nilah,Gwen,Sylas,Warwick,Soraka
EUW1_7197281567,Jinx,LeeSin,Yasuo,Zac,Blitzcrank,Twitch,Sylas,Smolder,Yasuo,Lulu
EUW1_7197283629,Jinx,Shaco,AurelionSol,Yorick,Pyke,Swain,Vi,Talon,DrMundo,Seraphine
EUW1_7197283786,Qiyana,JarvanIV,Sylas,Gwen,Anivia,Ezreal,LeeSin,Leblanc,Shen,Brand
EUW1_7197283789,Caitlyn,Viego,Leblanc,Ambessa,Morgana,Ezreal,Diana,Lissandra,Garen,TahmKench
EUW1_7197283902,Aphelios,Lillia,Irelia,Shen,Lulu,Ashe,Warwick,Orianna,Garen,TahmKench
EUW1_7197284893,Kaisa,Volibear,Neeko,Akali,Rakan,Jinx,Nocturne,Malzahar,Jayce,Senna
EUW1_7197284990,Caitlyn,Rammus,Veigar,Illaoi,Pantheon,Tristana,LeeSin,Qiyana,Mordekaiser,Swain
