matchId,winner_BOTTOM,winner_JUNGLE,winner_MIDDLE,winner_TOP,winner_UTILITY,loser_BOTTOM,loser_JUNGLE,loser_MIDDLE,loser_TOP,loser_UTILITY
EUW1_7186927255,Jinx,Nocturne,Swain,Teemo,Leona,Draven,Graves,Malzahar,Smolder,Nami
EUW1_7186927346,MissFortune,Warwick,Talon,Sett,Nautilus,Jhin,Vi,Lissandra,Akali,Milio
EUW1_7186946923,Draven,Zyra,Zed,KSante,Nami,Jhin,Rengar,Xerath,Trundle,Alistar
EUW1_7186950701,Kaisa,Nocturne,Sylas,Mordekaiser,Lulu,Ashe,Viego,Yasuo,Renekton,Brand
EUW1_7186955565,Veigar,Nunu,Katarina,Malphite,Bard,Tristana,FiddleSticks,Smolder,Nasus,Seraphine
EUW1_7186967367,KogMaw,Volibear,Anivia,Sion,Morgana,Ashe,Diana,Jayce,Urgot,TahmKench
EUW1_7186979590,Swain,Volibear,Gragas,Illaoi,Karma,Ashe,LeeSin,Syndra,Kayle,Malphite
EUW1_7186988565,Vayne,Poppy,Vex,Kennen,Nautilus,Smolder,Jax,Cassiopeia,Ambessa,Bard
EUW1_7186995141,Jinx,Vi,Katarina,Twitch,Ashe,Jinx,MasterYi,Smolder,Teemo,Blitzcrank
EUW1_7186997392,Caitlyn,Khazix,Katarina,Mordekaiser,Lux,Veigar,Kayn,Yone,DrMundo,Lux
EUW1_7186999337,Jhin,Ekko,Yasuo,Volibear,Janna,Caitlyn,Nocturne,Ivern,Tryndamere,Nautilus
EUW1_7187002289,Kaisa,Graves,Leblanc,Jax,Zyra,Nilah,Amumu,Corki,Darius,Sylas
EUW1_7187003047,Xayah,Graves,Vex,Volibear,Alistar,Ashe,Nocturne,Karma,Quinn,Nautilus
EUW1_7187004282,Tristana,Kayn,Katarina,Gnar,Pyke,Samira,Volibear,Katarina,Olaf,Pyke
EUW1_7187010961,Yone,Shaco,Katarina,Mordekaiser,Sylas,Sylas,Kayn,Irelia,Malphite,Pyke
EUW1_7187011024,MissFortune,Viego,Veigar,Gangplank,Alistar,Corki,Zac,Yasuo,Ambessa,Thresh
EUW1_7187018405,Zeri,Jax,Hwei,Riven,Swain,Sivir,JarvanIV,Sona,Gwen,Alistar
EUW1_7187018844,Samira,Ambessa,Katarina,Gnar,Teemo,Xayah,Kayn,Yasuo,Trundle,Akali
EUW1_7187022460,Twitch,Rumble,Kassadin,Garen,Senna,KogMaw,Nocturne,Malzahar,Sion,Milio
EUW1_7187024453,Jhin,Diana,Sona,Garen,Leona,Lucian,Udyr,Veigar,,Nami
EUW1_7187025928,Ezreal,Skarner,Yasuo,Ambessa,Lux,Xayah,Karthus,Katarina,Volibear,Pantheon
EUW1_7187031614,Caitlyn,MasterYi,Pantheon,Warwick,Sona,,Shaco,Katarina,Yone,MissFortune
EUW1_7187035570,Jhin,Viego,Veigar,Gragas,Yuumi,Ezreal,Udyr,AurelionSol,Graves,Janna
EUW1_7187046657,Jinx,MasterYi,AurelionSol,Mordekaiser,Soraka,Jhin,Warwick,Chogath,Ambessa,Zyra
EUW1_7187053760,MissFortune,Nocturne,Diana,Renekton,Brand,Caitlyn,Vayne,Orianna,Karma,Velkoz
EUW1_7187055350,Lucian,Talon,Zed,Karma,Neeko,Caitlyn,Sejuani,Syndra,Quinn,
EUW1_7187057756,Nilah,MonkeyKing,Galio,Yasuo,Ashe,Kaisa,Riven,Kayle,Camille,Lulu
EUW1_7187069929,Samira,MasterYi,Ezreal,Karma,Lux,Varus,Belveth,Akshan,Sett,
EUW1_7187099084,Jhin,Lillia,Zed,Gnar,Soraka,Lux,Ambessa,KSante,Illaoi,Senna
EUW1_7187107729,Jinx,Warwick,Galio,Ambessa,Pyke,Sivir,Zac,Akali,Jax,Karma
EUW1_7187121747,Vayne,Shaco,Ahri,Jax,Renata,Jhin,Elise,Zed,Camille,Lux
EUW1_7187137595,Leblanc,Qiyana,Velkoz,Ambessa,Vi,Kaisa,Graves,Akali,Renekton,MissFortune
EUW1_7187143906,Yasuo,Diana,Galio,Poppy,Thresh,Jinx,Teemo,Riven,Chogath,Lulu
EUW1_7187155542,Jinx,Poppy,Xerath,Chogath,TahmKench,Jhin,Diana,Talon,Renekton,Velkoz
EUW1_7187162633,Caitlyn,Nocturne,Lux,Ornn,Jax,Sivir,Evelynn,Velkoz,Kayle,Thresh
EUW1_7187168962,Zeri,Vi,,Garen,Brand,Jhin,Gragas,,Darius,
EUW1_7187173961,Xayah,Teemo,Brand,Garen,Nautilus,Jhin,Amumu,Galio,Sion,Shen
EUW1_7187180521,Ezreal,Sejuani,Galio,Kaisa,Zyra,KogMaw,Graves,Katarina,DrMundo,Brand
EUW1_7187185516,Caitlyn,Lillia,Ahri,Poppy,Swain,MissFortune,Vi,Sylas,Aurora,Soraka
EUW1_7187192527,Jhin,JarvanIV,Fizz,Ambessa,Janna,MissFortune,FiddleSticks,Katarina,Ornn,Nautilus
EUW1_7187195561,Jinx,Teemo,Akshan,TahmKench,Lux,Jhin,Shyvana,Zed,Quinn,Swain
EUW1_7187199381,KogMaw,Teemo,Yasuo,Jayce,Brand,Caitlyn,Malphite,Ahri,Sion,Nami
EUW1_7187229194,Corki,Kayn,Sylas,Mordekaiser,Nautilus,Draven,Briar,Akali,Jax,Thresh
EUW1_7187236126,KogMaw,Nidalee,Naafiri,Gangplank,Brand,Samira,Elise,Malzahar,KSante,Renata
EUW1_7187248677,Jinx,Kindred,Velkoz,Garen,Rakan,Jhin,Khazix,Akali,DrMundo,Lux
EUW1_7187259155,Swain,Gwen,Yone,Garen,LeeSin,Caitlyn,Graves,Sylas,Riven,TahmKench
EUW1_7187263823,Ezreal,Shaco,Kassadin,Kennen,Alistar,KogMaw,Kayn,Pantheon,Akali,Brand
EUW1_7187265463,Caitlyn,Viego,Zoe,Shen,TahmKench,Jinx,Khazix,Velkoz,Swain,Renata
EUW1_7187276333,Ashe,Diana,Ahri,Garen,,Jhin,Nidalee,Aurora,MonkeyKing,JarvanIV
EUW1_7187277907,Smolder,FiddleSticks,Lux,Ambessa,Swain,Aphelios,Sylas,Yone,Renekton,Bard
EUW1_7187286465,Caitlyn,Teemo,Vladimir,Shen,Lux,Jhin,Khazix,Vex,Illaoi,Velkoz
EUW1_7187286899,Zeri,Lillia,Urgot,Mordekaiser,Zyra,Jinx,Teemo,Ryze,TahmKench,Janna
EUW1_7187287196,Kalista,Warwick,Zed,Volibear,Leona,MissFortune,Sejuani,Ahri,Ambessa,Sona
EUW1_7187290614,Morgana,MasterYi,Veigar,Irelia,Malphite,Samira,Nunu,Malzahar,Illaoi,Neeko
EUW1_7187292276,Caitlyn,Diana,Vex,Gnar,Morgana,Jhin,Teemo,Galio,Garen,Pantheon
EUW1_7187295289,Veigar,Darius,Ahri,Tryndamere,Ziggs,Corki,Volibear,Hwei,Shaco,Leona
EUW1_7187314502,Caitlyn,Lillia,Veigar,Yone,Nautilus,KogMaw,Teemo,Vladimir,Olaf,Nami
EUW1_7187319922,Draven,Ambessa,Vex,Ornn,Soraka,Jinx,Taliyah,Corki,Trundle,Nami
EUW1_7187323612,Samira,Teemo,Ahri,Camille,Blitzcrank,Caitlyn,Nidalee,Akali,Gnar,Lux
EUW1_7187323800,Kalista,Sejuani,Galio,Riven,Maokai,Neeko,Nocturne,Hwei,Darius,Gragas
EUW1_7187329702,Ezreal,Viego,Zed,Ambessa,Lux,,Elise,Malzahar,Darius,MissFortune
EUW1_7187336348,Caitlyn,Kayn,Malzahar,Jax,Milio,Aphelios,Skarner,Sylas,Renekton,Leona
EUW1_7187337902,Ezreal,Warwick,Malzahar,DrMundo,Brand,Aphelios,Skarner,Ahri,Gragas,Thresh
EUW1_7187348177,Caitlyn,Nocturne,Ryze,Trundle,Nautilus,Ashe,Karthus,Pyke,Sion,Senna
EUW1_7187359701,Jhin,FiddleSticks,Irelia,Gwen,Senna,Caitlyn,Nunu,Viktor,KSante,Neeko
EUW1_7187361226,Jinx,LeeSin,Veigar,Swain,Karma,Ashe,MonkeyKing,Leblanc,Fiora,Seraphine
EUW1_7187373382,Jhin,Viego,Zed,Chogath,Zyra,Caitlyn,Zac,MonkeyKing,Vayne,Milio
EUW1_7187375075,Caitlyn,Hecarim,Ahri,Yone,Morgana,Jhin,Karthus,Garen,Olaf,Malphite
EUW1_7187391561,Ashe,Sejuani,Sylas,Vladimir,Pyke,Lucian,Viego,Pantheon,Yone,Yuumi
EUW1_7187404282,Ezreal,MasterYi,Diana,Yone,Veigar,Xayah,Warwick,Syndra,Ambessa,Thresh
EUW1_7187416022,Caitlyn,FiddleSticks,Kaisa,Renekton,Sona,Ezreal,Ambessa,TwistedFate,Warwick,Nami
EUW1_7187419256,Veigar,Teemo,Yasuo,Smolder,Anivia,Lucian,Zac,Lux,Gragas,Pyke
EUW1_7187420650,Sivir,Warwick,Fizz,Tryndamere,Poppy,Jinx,Gwen,Sylas,Urgot,Zoe
EUW1_7187451327,Jhin,Zac,Veigar,Tryndamere,Thresh,Xayah,Shyvana,Swain,Trundle,Rakan
EUW1_7187463925,Caitlyn,Rammus,Akali,Volibear,Pyke,Kalista,Zac,Akshan,Gnar,Senna
EUW1_7187469426,Jhin,Ambessa,Vex,Teemo,Pyke,Corki,Amumu,Katarina,Sylas,Brand
EUW1_7187474323,Caitlyn,XinZhao,Malzahar,Gwen,Renata,Jhin,Graves,Katarina,Chogath,Bard
EUW1_7187483610,Caitlyn,Kayn,Xerath,Darius,Leona,Vayne,Vi,Hwei,Trundle,Morgana
EUW1_7187486631,Xayah,Belveth,Ryze,Darius,Lux,Jhin,Briar,Ahri,Teemo,Zyra
EUW1_7187492605,Jinx,Nunu,Heimerdinger,Camille,TahmKench,Twitch,Diana,AurelionSol,Urgot,Lulu
EUW1_7187492666,Samira,Elise,Ahri,Swain,Rakan,MissFortune,LeeSin,Zed,Kayle,Lux
EUW1_7187496169,Caitlyn,Amumu,Kaisa,Velkoz,Pyke,Ezreal,Ambessa,Fizz,TahmKench,Lux
EUW1_7187503251,Ashe,Khazix,Veigar,Volibear,Nautilus,MissFortune,Warwick,Velkoz,TahmKench,Sona
EUW1_7187511908,Swain,Graves,Syndra,Volibear,Bard,Nilah,Zac,Sylas,Renekton,Taliyah
EUW1_7187520280,Lucian,Teemo,Veigar,MonkeyKing,Renata,Caitlyn,Diana,Malzahar,Garen,Lux
EUW1_7187524575,Ziggs,Warwick,Sylas,Volibear,Lux,Yone,Diana,Ekko,KSante,TahmKench
EUW1_7187525323,Sivir,Briar,Neeko,Malphite,Seraphine,Nilah,Nocturne,Ahri,Warwick,Senna
EUW1_7187531796,Vayne,Shaco,Vladimir,Renekton,Swain,Veigar,Ambessa,Brand,Katarina,Annie
EUW1_7187534497,Ashe,Nunu,Pyke,TahmKench,Karma,Caitlyn,Skarner,Akshan,Urgot,Brand
EUW1_7187537655,Jinx,Briar,Cassiopeia,Kennen,Zyra,Draven,Kindred,Ahri,Chogath,Pyke
EUW1_7187548287,Jhin,JarvanIV,Syndra,Darius,Poppy,Corki,Kayn,Orianna,Quinn,TahmKench
EUW1_7187549854,Lucian,Nocturne,Galio,Singed,Renata,Samira,Ekko,Syndra,Nasus,TahmKench
EUW1_7187571301,Ashe,Vi,Lissandra,Ornn,Nami,MissFortune,Graves,Smolder,Yorick,Nautilus
EUW1_7187577976,Ezreal,Warwick,Akshan,Camille,Brand,Jhin,Briar,KogMaw,Gnar,Swain
EUW1_7187580318,Ezreal,Amumu,Quinn,Riven,Swain,Jinx,Warwick,Annie,Teemo,Leona
EUW1_7187601298,Lucian,Nocturne,Ahri,Gnar,Renata,Ezreal,Shaco,Ekko,Gangplank,Velkoz
EUW1_7187624882,Swain,Teemo,Smolder,TahmKench,Taric,MissFortune,Shyvana,Galio,Xerath,Heimerdinger
EUW1_7187636196,Samira,Khazix,Veigar,Kennen,Lux,Jinx,Diana,Malzahar,Caitlyn,Nautilus
EUW1_7187637518,Briar,Rengar,AurelionSol,Ambessa,Anivia,Caitlyn,Diana,Ahri,Nasus,Thresh
EUW1_7187649055,Ezreal,Teemo,Qiyana,Yone,Seraphine,KogMaw,Ekko,Zed,Pantheon,Senna
EUW1_7187657125,Vayne,Lillia,Rumble,Trundle,Morgana,Kaisa,Teemo,Heimerdinger,Gwen,Maokai
EUW1_7187662905,KogMaw,MonkeyKing,Zed,Kayle,FiddleSticks,Lucian,Pantheon,Katarina,Aatrox,Renata
EUW1_7187678410,Seraphine,Khazix,Pantheon,Mordekaiser,Morgana,Sivir,Kayn,Viktor,Shen,MissFortune
EUW1_7187683851,Caitlyn,Diana,Yasuo,Camille,Lux,Tristana,Sejuani,Fizz,Ornn,Neeko
EUW1_7187686407,Jhin,Shaco,Gragas,Warwick,Brand,Jinx,MasterYi,Veigar,Blitzcrank,Lulu
EUW1_7187712482,Ashe,Volibear,Teemo,Kayle,Poppy,Vayne,JarvanIV,Rumble,TahmKench,Morgana
EUW1_7187716036,Jinx,LeeSin,Neeko,Mordekaiser,Zyra,KogMaw,Diana,Yone,Smolder,Lux
EUW1_7187725400,Jhin,Amumu,TwistedFate,Urgot,Pyke,Kaisa,MasterYi,Ambessa,Garen,Sona
EUW1_7187725674,Sivir,Graves,Varus,Ambessa,Janna,Ezreal,Diana,Akshan,TahmKench,Thresh
EUW1_7187729758,Corki,Skarner,Diana,KSante,Thresh,Jhin,Lillia,Vex,Singed,Poppy
EUW1_7187740835,MissFortune,Teemo,Veigar,Sett,Ashe,Corki,Viego,KogMaw,Yone,Lulu
EUW1_7187741327,Corki,Viego,Xerath,Teemo,Senna,Smolder,Nunu,Veigar,Urgot,Karma
EUW1_7187746901,Kaisa,Khazix,Katarina,Fiora,Nautilus,MissFortune,Kayn,Ezreal,Aatrox,Thresh
EUW1_7187747836,Caitlyn,Lillia,Ahri,Tryndamere,Karma,KogMaw,Skarner,Katarina,Smolder,Bard
EUW1_7187761962,Caitlyn,LeeSin,Lux,KSante,Sona,Jinx,Khazix,Zed,Ambessa,Brand
EUW1_7187770547,Jhin,Amumu,Yone,Yorick,Seraphine,Caitlyn,Skarner,Lux,Aatrox,Blitzcrank
EUW1_7187771594,Smolder,Khazix,Malzahar,Darius,Camille,Varus,MasterYi,DrMundo,Volibear,Blitzcrank
EUW1_7187776373,Caitlyn,LeeSin,Malzahar,Gwen,Ashe,Sivir,Trundle,Zilean,Vayne,TahmKench
EUW1_7187781135,Ziggs,LeeSin,Katarina,Garen,Brand,Vayne,Graves,Smolder,Vladimir,Swain
EUW1_7187788460,Lucian,Rengar,Pantheon,Gangplank,Lux,Caitlyn,Yasuo,Azir,Ambessa,Neeko
EUW1_7187788894,Ashe,Shyvana,Veigar,Garen,Rakan,Ezreal,Nocturne,Ahri,DrMundo,Lux
EUW1_7187789795,MissFortune,Graves,Neeko,Aatrox,Pyke,Corki,Mordekaiser,Yone,Ambessa,Taric
EUW1_7187803283,MissFortune,Vi,Veigar,Jax,Neeko,Jhin,Kayn,Cassiopeia,Ambessa,Shaco
EUW1_7187809053,MissFortune,Elise,AurelionSol,Ambessa,Ashe,Caitlyn,LeeSin,Ekko,Tryndamere,Nautilus
EUW1_7187816858,Caitlyn,Vi,Neeko,Sion,Lux,Swain,LeeSin,Corki,Ambessa,Velkoz
EUW1_7187822334,Twitch,Nocturne,Ryze,Sett,Velkoz,Lux,Nunu,MissFortune,Hwei,Xerath
EUW1_7187826809,MissFortune,Ekko,Cassiopeia,Illaoi,Renata,Nilah,Amumu,AurelionSol,Riven,Malphite
EUW1_7187835208,Caitlyn,Sejuani,Jayce,Aatrox,Morgana,Varus,Warwick,Ahri,Swain,Nautilus
EUW1_7187836856,Ezreal,MasterYi,Malzahar,Teemo,Rakan,Caitlyn,Volibear,Ryze,Gnar,Blitzcrank
EUW1_7187844994,Corki,Shyvana,Syndra,Varus,Thresh,Cassiopeia,Viego,Zed,DrMundo,Swain
EUW1_7187866242,Jinx,Viego,Fizz,Chogath,Pyke,Ziggs,Nunu,Yasuo,Singed,Lux
EUW1_7187875120,Caitlyn,Diana,Galio,Illaoi,Swain,Ashe,Elise,Naafiri,Malphite,Morgana
EUW1_7187884064,MissFortune,Diana,Zed,Urgot,Bard,Corki,Graves,Syndra,Gnar,Camille
EUW1_7187884099,Sivir,Graves,Ahri,Gnar,Karma,Samira,Nocturne,Xerath,Mordekaiser,Braum
EUW1_7187884401,Ashe,MonkeyKing,Sylas,Garen,Lux,Swain,Kindred,Vex,Renekton,Soraka
EUW1_7187893913,Jhin,Zac,Katarina,Volibear,Morgana,Zeri,Nunu,Ekko,Sett,Lulu
EUW1_7187896220,Ziggs,Viego,Katarina,Irelia,Heimerdinger,Aphelios,Vi,Xerath,Jax,Shaco
EUW1_7187896656,Vayne,Twitch,Swain,Akshan,Neeko,Yone,Elise,Lissandra,Malphite,Yasuo
EUW1_7187900624,Ezreal,Diana,Syndra,Heimerdinger,Velkoz,KogMaw,Shyvana,Vladimir,Jax,Lulu
EUW1_7187908210,Kaisa,Nocturne,Swain,Sett,Lux,Jhin,Skarner,Ahri,Zac,Xerath
EUW1_7187911190,Corki,Teemo,Vladimir,Ornn,Pyke,MissFortune,Briar,Brand,Ambessa,Swain
EUW1_7187929669,Kaisa,Khazix,Anivia,Teemo,Zilean,Zeri,Nunu,Yone,Garen,Pyke
EUW1_7187934873,Samira,Karthus,Lux,Ambessa,Pyke,Caitlyn,Teemo,Veigar,Mordekaiser,Lux
EUW1_7187935120,Samira,Warwick,Sylas,Illaoi,Morgana,Zeri,Elise,Annie,Trundle,Swain
EUW1_7187935556,MissFortune,Kayn,Yasuo,Neeko,Seraphine,KogMaw,Pantheon,Yone,Garen,Alistar
EUW1_7187943596,Samira,Lillia,Anivia,TahmKench,Lux,Caitlyn,Shaco,Katarina,Olaf,Rakan
EUW1_7187944014,Caitlyn,Viego,Fizz,Darius,Brand,Jinx,Warwick,Lissandra,Ambessa,Janna
EUW1_7187944664,Kled,Nidalee,Twitch,Teemo,Galio,Kaisa,Shaco,Yone,Aurora,Thresh
EUW1_7187954059,Jinx,Zyra,Akshan,Garen,Alistar,Caitlyn,Sejuani,Corki,Kayle,Swain
EUW1_7187961130,Caitlyn,Lillia,Vex,Illaoi,TahmKench,Samira,Morgana,Sion,Smolder,Nautilus
EUW1_7187973217,Zeri,XinZhao,Vladimir,Teemo,Renata,Vayne,Rengar,Ahri,Gragas,Thresh
EUW1_7187974550,Caitlyn,Teemo,Malzahar,Darius,Morgana,Jinx,Taliyah,Katarina,Garen,Sona
EUW1_7187981182,Ashe,Nocturne,Ahri,Aatrox,Nautilus,Ezreal,Lillia,Yasuo,Galio,Lux
EUW1_7187983982,Twitch,Nocturne,Vladimir,Ambessa,Elise,Jinx,Mordekaiser,Kalista,Ambessa,Milio
EUW1_7187986640,Xayah,Warwick,Brand,Gragas,Nami,Aphelios,Elise,Lucian,Vladimir,Bard
EUW1_7187987955,Ashe,Belveth,Cassiopeia,Mordekaiser,Xerath,Jhin,Vi,Swain,Ambessa,Seraphine
EUW1_7187994562,Sivir,Kayn,Azir,Jax,Morgana,Swain,Rengar,Yasuo,Volibear,Pyke
EUW1_7187994781,Caitlyn,Viego,Cassiopeia,Kayle,Pyke,Ezreal,Kayn,Yasuo,Gwen,Milio
EUW1_7187997232,KogMaw,Kayn,Ahri,Vladimir,Sona,MissFortune,Gragas,Sylas,Ambessa,Lux
EUW1_7188004136,Nidalee,Nocturne,Ahri,Volibear,Lux,Lucian,Gragas,Yone,Malphite,Blitzcrank
EUW1_7188009950,Caitlyn,Kayn,Veigar,Pantheon,Nami,Jhin,Skarner,Hwei,Yone,Morgana
EUW1_7188023270,Xayah,Kindred,Akali,Sett,Swain,Smolder,Kayn,Leblanc,Malphite,Pyke
EUW1_7188028324,Caitlyn,Ambessa,Yasuo,Warwick,Pyke,Lucian,MonkeyKing,Cassiopeia,Fiora,Swain
EUW1_7188028412,Sivir,Sejuani,Ahri,Fiora,Twitch,Samira,Briar,Draven,Aatrox,Swain
EUW1_7188031173,KogMaw,Graves,Vex,Ambessa,Renata,Caitlyn,Qiyana,Aurora,Yone,Senna
EUW1_7188034648,Vayne,Trundle,Briar,Teemo,Taric,KogMaw,LeeSin,Yasuo,Udyr,Fizz
EUW1_7188038497,Kaisa,Warwick,Sylas,Ambessa,Lulu,Ashe,Shaco,Viktor,Darius,Seraphine
EUW1_7188045312,KogMaw,Sejuani,Vex,Heimerdinger,Nami,Kaisa,LeeSin,Veigar,DrMundo,Zyra
EUW1_7188047661,Jinx,Graves,Swain,Illaoi,Seraphine,Jhin,Khazix,Galio,Sett,Yasuo
EUW1_7188052350,Samira,Rengar,Xerath,Darius,Nautilus,Veigar,Shen,Kassadin,Shaco,Graves
EUW1_7188062826,Caitlyn,Warwick,Yasuo,Darius,Lux,Smolder,Nocturne,Malzahar,Urgot,Rakan
EUW1_7188071712,Ashe,Teemo,Ahri,Ambessa,Soraka,Xayah,Shaco,Akali,Jax,
EUW1_7188076084,Swain,Graves,Irelia,Darius,Seraphine,Vayne,Nocturne,Diana,Singed,
EUW1_7188079028,Jhin,LeeSin,Malzahar,Garen,Brand,Zeri,Vi,Swain,Volibear,Soraka
EUW1_7188081031,MissFortune,Sylas,Zed,Aatrox,Neeko,Jhin,Kayn,Xerath,Tryndamere,Seraphine
EUW1_7188093811,Jinx,Rammus,Galio,Illaoi,Thresh,Kaisa,Lillia,Sylas,Viego,Ambessa
EUW1_7188101856,Jinx,XinZhao,Akali,Jax,Brand,Caitlyn,Shaco,Sylas,Tryndamere,Lux
EUW1_7188102618,Draven,Viego,Syndra,Renekton,Blitzcrank,Lux,Warwick,Veigar,Ambessa,Morgana
EUW1_7188119374,Caitlyn,Taliyah,Katarina,Mordekaiser,Seraphine,Samira,Briar,Lux,Yone,Nautilus
EUW1_7188119377,Xayah,Nocturne,Fizz,Karma,Thresh,Draven,Darius,Brand,Ambessa,Leona
EUW1_7188120018,Ezreal,Graves,Caitlyn,Urgot,Leblanc,Swain,Kindred,Zed,Ambessa,Thresh
EUW1_7188130917,KogMaw,MasterYi,Ahri,Kayle,Karma,Smolder,Volibear,AurelionSol,Gragas,Zyra
EUW1_7188133806,MissFortune,JarvanIV,Malzahar,Shen,Leona,Draven,Nunu,Talon,Vladimir,Nautilus
EUW1_7188140133,Zeri,Kindred,Varus,Teemo,Yuumi,Jinx,MasterYi,Ahri,Ambessa,TahmKench
EUW1_7188143950,Smolder,Warwick,Vex,Yone,Alistar,Sivir,Kindred,Sylas,Shen,Thresh
EUW1_7188147024,Ezreal,Evelynn,Akshan,Garen,Rell,MissFortune,DrMundo,Zoe,Jax,Talon
EUW1_7188152102,Aphelios,Amumu,Malphite,Sejuani,Nami,Yasuo,Viego,Yone,Kayle,Brand
EUW1_7188161693,Caitlyn,Kindred,Yasuo,Yorick,Senna,Jinx,Ekko,Yone,Chogath,Janna
EUW1_7188162164,Xayah,Nocturne,Vex,Malphite,Pantheon,Leblanc,Shaco,Akali,Illaoi,Hwei
EUW1_7188172243,Caitlyn,FiddleSticks,Akali,Volibear,Nautilus,Jinx,Jax,Sylas,DrMundo,Thresh
EUW1_7188183740,Jhin,Diana,Vex,Sion,Bard,Caitlyn,Viego,Viktor,Fiora,Swain
EUW1_7188185870,Jinx,Diana,Sylas,Rammus,TahmKench,Kaisa,Volibear,Yasuo,Tryndamere,Alistar
EUW1_7188189209,Tristana,Viego,Morgana,Garen,Trundle,Caitlyn,Rammus,Leblanc,Shaco,Leona
EUW1_7188197492,Zeri,JarvanIV,Irelia,Akali,Yuumi,Syndra,Hecarim,Akshan,Vayne,Velkoz
EUW1_7188198904,Lucian,Diana,Vex,Yone,Braum,Samira,Kayn,Lux,Kayle,Thresh
EUW1_7188201038,Samira,MasterYi,AurelionSol,Illaoi,Nami,Caitlyn,Diana,Katarina,Ornn,Elise
EUW1_7188208644,Jinx,Shaco,Sylas,Mordekaiser,Pantheon,Caitlyn,Nidalee,Azir,Malphite,Blitzcrank
EUW1_7188239480,MissFortune,MonkeyKing,Sylas,Teemo,Ashe,Draven,Rengar,Kassadin,Malphite,Rell
EUW1_7188248350,Caitlyn,Sejuani,AurelionSol,Ryze,Nautilus,Ezreal,JarvanIV,Fizz,Teemo,Pyke
EUW1_7188269850,Vayne,Rammus,Malzahar,TahmKench,Bard,Kaisa,Brand,Ziggs,Aurora,Pyke
EUW1_7188287973,Caitlyn,Amumu,Yasuo,Heimerdinger,Braum,Jinx,LeeSin,MasterYi,Illaoi,Morgana
EUW1_7188289141,Smolder,Amumu,Vex,Chogath,Neeko,Jhin,FiddleSticks,Orianna,Jax,Bard
EUW1_7188311017,Zeri,Shyvana,Katarina,Yorick,Alistar,Kaisa,Nocturne,Nasus,Sion,Leona
EUW1_7188313846,Jhin,Briar,Syndra,Kennen,Morgana,Ashe,Kayn,Xerath,Aatrox,TahmKench
EUW1_7188314249,Jinx,Shaco,Aurora,Olaf,Galio,Varus,Karthus,Mordekaiser,Yone,Neeko
EUW1_7188317609,Ezreal,Amumu,Swain,Garen,Bard,Caitlyn,Zac,Sylas,TahmKench,Velkoz
EUW1_7188333996,Samira,Viego,Yone,Velkoz,MissFortune,Jhin,Warwick,Yasuo,Tristana,Braum
EUW1_7188339884,Caitlyn,Graves,Leblanc,Darius,MissFortune,Varus,Trundle,Vex,Ambessa,Galio
EUW1_7188365525,Veigar,Quinn,Fizz,Ambessa,Zilean,MissFortune,Udyr,Hwei,MonkeyKing,Morgana
EUW1_7188377306,Smolder,Volibear,Heimerdinger,Fiora,Hwei,Samira,MonkeyKing,Veigar,Gnar,Sion
EUW1_7188379796,Caitlyn,Ekko,Malzahar,TahmKench,Lux,Seraphine,LeeSin,Yasuo,Gangplank,Nautilus
EUW1_7188383693,Aphelios,Zed,Yasuo,Yone,Nautilus,Tristana,LeeSin,Lux,Akali,Morgana
EUW1_7188398627,Ashe,Graves,Diana,Jayce,Janna,Ezreal,LeeSin,Pantheon,Smolder,Leona
EUW1_7188401819,Ashe,MasterYi,Zed,Chogath,Blitzcrank,Annie,Jax,Fizz,Teemo,Senna
EUW1_7188406052,Jhin,Gwen,Ahri,Mordekaiser,Lux,Xayah,Diana,Yone,Aatrox,Velkoz
EUW1_7188409483,Corki,Vi,Veigar,Maokai,Swain,Jinx,FiddleSticks,Velkoz,KSante,Blitzcrank
EUW1_7188432792,Caitlyn,Briar,Sylas,TahmKench,Brand,Swain,Vi,Diana,Volibear,Nidalee
EUW1_7188445443,Caitlyn,Evelynn,Ahri,Ornn,Neeko,Sivir,Khazix,Anivia,Shaco,Blitzcrank
EUW1_7188446625,Caitlyn,Warwick,Xerath,Kayle,Swain,Kaisa,Diana,Veigar,Camille,
EUW1_7188449044,Jhin,Elise,Galio,Heimerdinger,Senna,Caitlyn,Naafiri,Ahri,Chogath,Lux
EUW1_7188469737,Jhin,Shaco,Zed,Zac,Seraphine,Caitlyn,Viego,Ahri,Malphite,Lux
EUW1_7188473189,MissFortune,Viego,Ekko,Jax,Thresh,Smolder,Nocturne,Vladimir,XinZhao,Poppy
EUW1_7188474895,Caitlyn,Garen,Qiyana,Sett,Lulu,Jinx,Nocturne,Akali,JarvanIV,Senna
EUW1_7188480490,Ashe,Zac,Galio,Garen,Velkoz,Caitlyn,Nocturne,Vex,TahmKench,Janna
EUW1_7188486942,Jhin,Elise,Akali,Mordekaiser,Thresh,Jinx,Shaco,Vex,Gnar,Lux
EUW1_7188496368,Lucian,Jax,Leblanc,Cassiopeia,Nami,Ezreal,Nunu,Irelia,Teemo,Lulu
EUW1_7188499941,Caitlyn,Elise,Yone,Warwick,Lux,Pantheon,Nocturne,Azir,TahmKench,
EUW1_7188502423,Jinx,Warwick,Veigar,Darius,Lux,Swain,Graves,Fizz,Garen,Pyke
